EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Display,Direction,Timestamp
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,103,0,Text,Right,928470
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,104,0,Text,Right,928644
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,105,0,Text,Right,928819
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,106,0,Text,Right,928995
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,107,0,Text,Right,929260
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,108,0,Text,Right,929434
-3827.6,-3853.44,-3852.9,-3850.49,-3840.83,-3815.8,-3850.49,-3830.55,0.0253906,0.988525,-0.139404,-1.80054,-1.80054,2.83813,66.6667,109,0,Text,Right,929610
-3826.17,-3851.56,-3851.12,-3848.26,-3838.78,-3815.35,-3848.7,-3829.21,0.0236816,0.97998,-0.136475,-0.854492,-2.2583,3.78418,66.6667,110,1,Text,Right,929788
-3825.99,-3851.47,-3850.76,-3848.61,-3838.78,-3815.17,-3848.79,-3829.21,0.0246582,0.98291,-0.140137,-0.823975,-2.41089,3.78418,66.6667,111,1,Text,Right,983055
-3825.99,-3852.01,-3850.22,-3848.26,-3838.69,-3815.17,-3848.88,-3829.21,0.0222168,0.984375,-0.138672,-0.793457,-2.56348,3.87573,66.6667,112,1,Text,Right,985614
-3826.17,-3851.83,-3850.31,-3848.17,-3838.78,-3815.35,-3848.7,-3828.76,0.020752,0.984619,-0.137939,-0.915527,-2.7771,3.72314,66.6667,113,1,Text,Right,991648
-3825.72,-3851.83,-3850.31,-3848.61,-3838.6,-3815.09,-3848.88,-3828.94,0.0205078,0.986572,-0.139404,-0.976562,-3.05176,3.69263,66.6667,114,1,Text,Right,991852
-3825.64,-3851.83,-3850.4,-3848.34,-3838.87,-3815,-3848.88,-3828.85,0.020752,0.986084,-0.141113,-0.976562,-3.14331,3.72314,66.6667,115,1,Text,Right,992005
-3826.17,-3851.56,-3850.4,-3848.08,-3838.78,-3815.09,-3848.34,-3828.5,0.0231934,0.983887,-0.141113,-0.976562,-3.26538,3.75366,66.6667,116,1,Text,Right,992159
-3825.9,-3851.38,-3850.58,-3847.9,-3838.78,-3814.64,-3848.52,-3828.5,0.0270996,0.982178,-0.140625,-1.09863,-3.60107,3.75366,66.6667,117,1,Text,Right,992310
-3825.9,-3851.38,-3850.67,-3847.9,-3838.78,-3814.91,-3848.43,-3828.85,0.0263672,0.981445,-0.142578,-1.06812,-3.84521,3.84521,66.6667,118,1,Text,Right,992462
